"centrale_serial";"lecteur_serial"
"1101-2548000403";"22465200002400002b00002549004318"
"1101-2548000354";"22465200002400002b00002546003701"
"1101-2548000164";"22465200002400002b00002549004319"
"1101-2548000224";"22465200002400002b00002549004373"
"1101-2548000500";"22465200002400002b00002549004311"
"1101-2532001155";"22465200002400002b00002535000707"
"1101-2548000183";"22465200002400002b00002549004385"
"1101-2548000351";"22465200002400002b00002549004555"
"1101-2548000395";"22465200002400002b00002546003644"
"1101-2548000291";"22465200002400002b00002545003352"
"1101-2548000229";"22465200002400002b00002549004494"
"1101-2548000174";"22465200002400002b00002549004428"
"1101-2547020284";"22465200002400002b00002549004420"
"1101-2548000245";"22465200002400002b00002549004363"
"1101-2547020037";"22465200002400002b00002549004224"
"1101-2547020043";"22465200002400002b00002549004536"
"1101-2548000308";"22465200002400002b00002549004242"
"1101-2547020032";"22465200002400002b00002549004456"
"1101-2548000475";"22465200002400002b00002549004367"
"1101-2548000460";"22465200002400002b00002549004432"
"1101-2548000188";"22465200002400002b00002549004435"
"1101-2548000407";"22465200002400002b00002549004409"
"1101-2548000272";"22465200002400002b00002549004379"
"1101-2548000133";"22465200002400002b00002549004255"
"1101-2548000289";"22465200002400002b00002549004250"
"1101-2548000335";"22465200002400002b00002549004431"
"1101-2548000434";"22465200002400002b00002549004453"
"1101-2548000248";"22465200002400002b00002549004401"
"1101-2547020159";"22465200002400002b00002549004543"
"1101-2547020226";"22465200002400002b00002549004282"
"1101-2547020167";"22465200002400002b00002549004295"
"1101-2548000111";"22465200002400002b00002549004312"
"1101-2547020221";"22465200002400002b00002549004406"
"1101-2547020197";"22465200002400002b00002549004411"
"1101-2547000014";"22465200002400002b00002549004429"
"1101-2547020029";"22465200002400002b00002549004257"
"1101-2547020306";"22465200002400002b00002549004185"
"1101-2625000521";"22465200002400002b00002625001907"
"1101-2547020203";"22465200002400002b00002549004499"
"1101-2547020161";"22465200002400002b00002549004341"
"1101-2548000214";"22465200002400002b00002549004506"
"1101-2537002340";"22465200002400002b00002535001835"
"1101-2532000349";"22465200002400002b00002535000796"
"1101-2543000506";"22465200002400002b00002545003357"
"1101-2524000384";"22465200002400002b00002549004504"
"1101-2548000382";"22465200002400002b00002549004527"
"1101-2548000171";"22465200002400002b00002549004512"
"1101-2546000089";"22465200002400002b00002543003044"
"1101-2532001450";"22465200002400002b00002543002860"
"1101-2548000120";"22465200002400002b00002549004370"
"1101-2548000271";"22465200002400002b00002549004535"
"1101-2548000305";"22465200002400002b00002549004476"
"1101-2548000148";"22465200002400002b00002549004444"
"1101-2548000157";"22465200002400002b00002549004375"
"1101-2548000360";"22465200002400002b00002549004348"
"1101-2548000254";"22465200002400002b00002549004378"
"1101-2548000228";"22465200002400002b00002549004515"
"1101-2548000457";"22465200002400002b00002549004438"
"1101-2548000301";"22465200002400002b00002549004245"
"1101-2548000235";"22465200002400002b00002549004239"
"1101-2548000306";"22465200002400002b00002549004493"
"1101-2548000373";"22465200002400002b00002549004296"
"1101-2548000144";"22465200002400002b00002549004374"
"1101-2548000153";"22465200002400002b00002549004235"
"1101-2548000318";"22465200002400002b00002549004247"
"1101-2548000155";"22465200002400002b00002549004238"
"1101-2548000150";"22465200002400002b00002549004243"
"1101-2548000167";"22465200002400002b00002549004508"
"1001-2538000543";"22465200002400002b00002545003349"
"1101-2548000252";"22465200002400002b00002549004365"
"1101-2548000344";"22465200002400002b00002549004309"
"1101-2548000257";"22465200002400002b00002549004360"
"1101-2548000277";"22465200002400002b00002549004237"
"1101-2548000227";"22465200002400002b00002549004305"
"1101-2548000234";"22465200002400002b00002549004308"
"1101-2532001125";"22465200002400002b00002535001512"
"1101-2543000254";"22465200002400002b00002543002839"
"1001-2538000531";"22465200002400002b00002546003585"
"1001-2538000534";"22465200002400002b00002546003689"
"1101-2625000569";"22465200002400002b00002625001225"
"1001-2538000503";"22465200002400002b00002546003586"
"1101-2546000047";"22465200002400002b00002545003194"
"1101-2543000079";"22465200002400002b00002545003411"
"1101-2546000096";"22465200002400002b00002535000505"
"1101-2546000068";"22465200002400002b00002545003245"
"1101-2546000030";"22465200002400002b00002545003444"
"1101-2543000195";"22465200002400002b00002545003317"
"1101-2548020008";"22465200002400002b00002546003617"
"1101-2625000376";"22465200002400002b00002535000094"
"1101-2548020018";"22465200002400002b00002549004227"
"1101-2548000430";"22465200002400002b00002549004425"
"1101-2547020205";"22465200002400002b00002546003697"
"1101-2546000008";"22465200002400002b00002545003229"
"1101-2532000739";"22465200002400002b00002535000069"
"1101-2537002232";"22465200002400002b00002543002944"
"1101-2549000430";"22465200002400002b00002549004521"
"1101-2543000232";"22465200002400002b00002543002903"
"1101-2543000559";"22465200002400002b00002545003375"
"1101-2543000185";"22465200002400002b00002545003403"
"1101-2543000083";"22465200002400002b00002545003408"
"1101-2543000354";"22465200002400002b00002545003304"
"1101-2543000257";"22465200002400002b00002545003361"
"1101-2543000080";"22465200002400002b00002545003339"
"1101-2625000204";"22465200002400002b00002625001287"
"1101-2532000406";"22465200002400002b00002543002883"
"1101-2543000715";"22465200002400002b00002543002775"
"1101-2543000261";"22465200002400002b00002545003296"
"1101-2547020147";"22465200002400002b00002545003459"
"1101-2546000010";"22465200002400002b00002545003391"
"1101-2543000220";"22465200002400002b00002545003236"
"1101-2532000909";"22465200002400002b00002535000663"
"1101-2543000093";"22465200002400002b00002535000407"
"1101-2548000320";"22465200002400002b00002546003622"
"1101-2537001972";"22465200002400002b00002535001894"
"1101-2543000551";"22465200002400002b00002545003329"
"1101-2543000253";"22465200002400002b00002546003649"
"1101-2543000685";"22465200002400002b00002543002379"
"1101-2548020010";"22465200002400002b00002546003662"
"1101-2543000214";"22465200002400002b00002545003289"
"1101-2548000387";"22465200002400002b00002546003665"
"1101-2547020209";"22465200002400002b00002546003528"
"1101-2548000396";"22465200002400002b00002546003588"
"1101-2548000259";"22465200002400002b00002546003592"
"1101-2543000450";"22465200002400002b00002545003225"
"1101-2532001404";"22465200002400002b00002535001659"
"1101-2532000305";"22465200002400002b00002535000239"
"1101-2625000917";"22465200002400002b00002625001644"
"1101-2548000429";"22465200002400002b00002549004533"
"1001-2538000257";"22465200002400002b00002535002005"
"1101-2548000462";"22465200002400002b00002546003681"
"1101-2547020277";"22465200002400002b00002549004382"
"1101-2548020009";"22465200002400002b00002549004511"
"1101-2548000399";"22465200002400002b00002549004358"
"1101-2548020011";"22465200002400002b00002549004337"
"1101-2548000440";"22465200002400002b00002549004347"
"1101-2548000425";"22465200002400002b00002549004207"
"1101-2548000444";"22465200002400002b00002546003683"
"1101-2548000468";"22465200002400002b00002549004421"
"1101-2548000337";"22465200002400002b00002549004556"
"1101-2549000434";"22465200002400002b00002546003519"
"1101-2548000486";"22465200002400002b00002549004248"
"1101-2548020012";"22465200002400002b00002549004206"
"1101-2548000216";"22465200002400002b00002549004192"
"1101-2522000990";"22465200002400002b00002546003530"
"1101-2548000501";"22465200002400002b00002549004498"
"1101-2548000326";"22465200002400002b00002549004400"
"1101-2532001593";"22465200002400002b00002535001342"
"1101-2548000448";"22465200002400002b00002546003692"
"1101-2532001522";"22465200002400002b00002543002604"
"1101-2548000345";"22465200002400002b00002545003480"
"1101-2532000611";"22465200002400002b00002543002445"
"1101-2549000151";"22465200002400002b00002549004389"
"1101-2548020004";"22465200002400002b00002549004544"
"1101-2549000160";"22465200002400002b00002549004496"
"1101-2547020146";"22465200002400002b00002549004340"
"1101-2543000346";"22465200002400002b00002543003012"
"1101-2548000488";"22465200002400002b00002549004281"
"1101-2548000504";"22465200002400002b00002546003728"
"1101-2543000314";"22465200002400002b00002543002628"
"1101-2548000442";"22465200002400002b00002546003570"
"1101-2548000422";"22465200002400002b00002546003648"
"1101-2537002019";"22465200002400002b00002543002890"
"1101-2543000753";"22465200002400002b00002543002850"
"1101-2625001022";"22465200002400002b00002625001218"
"1101-2532001437";"22465200002400002b00002543002742"
"1101-2543000458";"22465200002400002b00002543002781"
"1101-2532000893";"22465200002400002b00002535000298"
"1101-2532001639";"22465200002400002b00002535001808"
"1101-2543000361";"22465200002400002b00002543002497"
"1101-2543000133";"22465200002400002b00002543002949"
"1101-2546000018";"22465200002400002b00002543002550"
"1101-2543000054";"22465200002400002b00002543002777"
"1101-2543000451";"22465200002400002b00002543002672"
"1101-2549000059";"22465200002400002b00002546003594"
"1101-2543000421";"22465200002400002b00002543002595"
"1101-2548000135";"22465200002400002b00002549004301"
"1101-2548000263";"22465200002400002b00002535000615"
"1101-2532001069";"22465200002400002b00002543002611"
"1101-2547020220";"22465200002400002b00002535000547"
"1101-2547020204";"22465200002400002b00002535001989"
"1101-2547020225";"22465200002400002b00002535000448"
"1101-2549000412";"22465200002400002b00002545003342"
"1101-2532000688";"22465200002400002b00002535000859"
"1101-2532001024";"22465200002400002b00002535001919"
"1101-2543000053";"22465200002400002b00002543002893"
"1101-2546000051";"22465200002400002b00002549004426"
"1101-2548000192";"22465200002400002b00002535001767"
"1001-2538000517";"22465200002400002b00002546003704"
"1001-2538000577";"22465200002400002b00002546003682"
"1001-2538000514";"22465200002400002b00002546003558"
"1101-2537002309";"22465200002400002b00002549004419"
"1101-2548000368";"22465200002400002b00002545003315"
"1101-2543000422";"22465200002400002b00002546003646"
"1101-2548000218";"22465200002400002b00002535001768"
"1101-2543000222";"22465200002400002b00002543003003"
"1101-2548000253";"22465200002400002b00002535001796"
"1101-2549000378";"22465200002400002b00002549004387"
"1101-2548020017";"22465200002400002b00002549004211"
"1101-2549000405";"22465200002400002b00002549004284"
"1101-2549000156";"22465200002400002b00002549004291"
"1101-2548000173";"22465200002400002b00002549004505"
"1101-2532000938";"22465200002400002b00002535000803"
"1101-2548000154";"22465200002400002b00002546003763"
"1101-2547020199";"22465200002400002b00002545003348"
"1101-2548000338";"22465200002400002b00002549004500"
"1101-2549000433";"22465200002400002b00002549004279"
"1101-2547020202";"22465200002400002b00002535000437"
"1101-2543000606";"22465200002400002b00002543002523"
"1101-2532001062";"22465200002400002b00002543002396"
"1101-2547020230";"22465200002400002b00002546003561"
"1101-2547020224";"22465200002400002b00002545003485"
"1101-2547020151";"22465200002400002b00002546003760"
"1101-2548000276";"22465200002400002b00002545003422"
"1101-2547020229";"22465200002400002b00002546003730"
"1101-2551000654";"22465200002400002b00002535000626"
"1101-2543000499";"22465200002400002b00002546003645"
"1101-2549000082";"22465200002400002b00002549004322"
"1101-2549000021";"22465200002400002b00002549004487"
"1101-2543000548";"22465200002400002b00002549004199"
"1101-2549000103";"22465200002400002b00002549004480"
"1101-2549000095";"22465200002400002b00002549004412"
"1101-2549000111";"22465200002400002b00002549004321"
"1101-2549000097";"22465200002400002b00002549004218"
"1101-2549000085";"22465200002400002b00002549004297"
"1101-2549000513";"22465200002400002b00002549004437"
"1101-2532001119";"22465200002400002b00002535001909"
"1101-2549000502";"22465200002400002b00002549004216"
"1101-2549000492";"22465200002400002b00002549004339"
"1101-2549000504";"22465200002400002b00002549004531"
"1101-2549000112";"22465200002400002b00002549004352"
"1101-2543000626";"22465200002400002b00002543002678"
"1101-2543000532";"22465200002400002b00002543002727"
"1101-2549000370";"22465200002400002b00002549004357"
"1001-2538000835";"22465200002400002b00002546003669"
"1101-2547020206";"22465200002400002b00002546003660"
"1101-2548000162";"22465200002400002b00002545003472"
"1101-2537002138";"22465200002400002b00002543002440"
"1101-2537002136";"22465200002400002b00002543002367"
"1101-2543000086";"22465200002400002b00002543002617"
"1101-2543000668";"22465200002400002b00002543002364"
"1101-2532000780";"22465200002400002b00002549004287"
"1101-2532001449";"22465200002400002b00002535002185"
"1101-2543000529";"22465200002400002b00002543002468"
"1001-2538000401";"22465200002400002b00002546003680"
"1001-2538000095";"22465200002400002b00002546003652"
"1001-2538000535";"22465200002400002b00002546003715"
"1001-2538000616";"22465200002400002b00002546003599"
"1101-2532000964";"22465200002400002b00002543003076"
"1101-2546000024";"22465200002400002b00002546003584"
"1101-2532000362";"22465200002400002b00002543002665"
"1101-2543000109";"22465200002400002b00002543003087"
"1101-2532000815";"22465200002400002b00002543002756"
